,name,price,parent category,subcategory,url
0,SPIDER MAN HAIR SHAMPOO 400ML,5.25,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN ŞAMPUN VƏ QULLUQ VASİTƏLƏRİ,https://bravomarket.online/catalog/baby-and-child/shampoo_and_care_for_kids/214037_spider_man_hair_shampoo_400ml_4690494004231/
1,PRINCESS SHAMPOO 2IN1 KAL. MALINKA 400ML,5.99,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN ŞAMPUN VƏ QULLUQ VASİTƏLƏRİ,https://bravomarket.online/catalog/baby-and-child/shampoo_and_care_for_kids/214023_princess_shampoo_2in1_kalinka_malinka_400ml_4670002411676/
2,SPIDER MAN WASHING GEL 400ML,4.99,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN ŞAMPUN VƏ QULLUQ VASİTƏLƏRİ,https://bravomarket.online/catalog/baby-and-child/shampoo_and_care_for_kids/214035_spider_man_washing_gel_400ml_4690494004248/
3,QADKIY YA MAYE SABUN BANAN 300ML,3.15,KÖRPƏ VƏ UŞAQLAR,UŞAQ ÜÇÜN SABUN,https://bravomarket.online/catalog/baby-and-child/soap_for_kids/312126_despicable_me_liqid_soap_300_ml_4690494038274/
4,HUGGIES MEGA USAQ BEZİ OGLAN ÜÇÜN N4 66ED,41.79,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/562272_huggies_mega_baby_diapers_for_boy_n4_66_units_5029053543611/
5,HEINZ PÜRE ALMA ŞAFTALI QAYMAQ 90 QR,2.19,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/284252_heinz_puree_apple_90_gr_4680002478166/
6,ARILAC GECE YEMEYI SUDLU VE 7 TAXILLI SIYIQ 200 GR,2.79,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/541438_arilac_night_dinner_7_grained_urine_200_gr_8696540186186/
7,HUGGIES MEGA USAQ BEZİ OGLAN ÜÇÜN N4+ 60 ED,41.79,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/562276_huggies_mega_baby_diapers_for_boy_n4_60_units_5029053543789/
8,FROSCH -GEL BABY DRESS WASH 1500QR,16.1,KÖRPƏ VƏ UŞAQLAR,UŞAQ QABLARI ÜÇÜN QABYUYAN GEL,https://bravomarket.online/catalog/baby-and-child/dishwasher_gel_for_kids/514799_frosch_washing_baby_gel_1500qr_4009175924087/
9,HUGGIES MEGA USAQ BEZİ OGLAN ÜÇÜN N3 80ED,41.79,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/223041_huggies_mega_baby_diapers_for_boy_n3_80_units_5029053543598/
10,NESTLE SIYIQ ALMA TƏRKİBLİ 6 AY 220 QR,6.15,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/222972_nestle_cereals_apple_6_month_220_gr_4600680005652/
11,NESTLE PÜRE ŞAFTALI TƏRKİBLİ 90 QR,1.91,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/486685_nestle_puree_peach_90_gr_4600680251608/
12,BUVA USAQ UCUN MINERAL SU QAZSIZ 6 EDED 330ML,2.4,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/557452_buva_kids_still_water_6_pieces_330ml_4760063200385/
13,VOI NEM SALFET USAQ AILE 120EDED,3.55,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/341913_vio_wet_napkin_chilren_family_120_piece_8681608220070/
14,HUGGIES MEGA USAQ BEZİ QIZ ÜÇÜN N3 80ED,41.79,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/223042_huggies_mega_baby_diapers_for_girl_n3_80_units_5029053543604/
15,VOI NEM SALFET USAQ UCUN KREM LOSYON 120EDED,3.55,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/341912_vio_wet_napkin_chilren_cream_losion_120_piece_8681608220063/
16,KABRITA 3 GOLD 800GR NEW,112,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/511133_kabrita_3_gold_800gr_new_8716677007335/
17,KABRITA USAQ UCUN PURE BANAN PECENYE ILE 100GR,6.36,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/549526_kabrita_usaq_ucun_pure_banan_pecenye_ile_100gr_8716677006888/
18,ARILAC SUDLU DUYU SIYIGI 200 GR,2.79,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/541439_arilac_milk_rice_cereal_200_gr_8696540186179/
19,FLEUR ALPINE SIYIG 6 M 175/6,7.99,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/513033_fleur_alpine_baby_cereal_three_grains_6_m_175_6_4006303632135/
20,USH.NYAN USHAQ SHAMPUN COBANYASTIGI 200ML,4.15,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN ŞAMPUN VƏ QULLUQ VASİTƏLƏRİ,https://bravomarket.online/catalog/baby-and-child/shampoo_and_care_for_kids/236059_ush_nyan_baby_shampoo_shepherd_200ml_4600697130903/
21,PAMPERS USAQ BEZİ JUMBO 4-9 KG N3 82 ƏDƏDLİ,27.49,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/505293_pampers_diapers_jumbo_4_9_kg_n3_82_pieces_4015400265085/
22,SIMILAK GOLD 2 6-12 AY USAQ SUDU 400 GR,22.09,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/433080_similak_gold_2_6_12_month_milk_400_gr_5391523058148/
23,HUGGIES MEGA USAQ BEZÜ QIZ ÜÇÜN N4 66ED,41.79,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/562273_huggies_mega_baby_diapers_for_girl_n4_66_units_5029053543628/
24,USHASTIY NYAN NEM SALFET 80EDED,4.79,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/397815_ushastiy_nyan_wer_napkin_80_piece_4600697222738/
25,MAMAKO PREMIUM 0-6 AY SUD QARISIGI 400GR,48.99,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/433109_mamako_premium_0_6_m_dinner_400gr_4670017090217/
26,NUTRILAK 2 QURU DAVAM SUDU 350GR,10.99,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/433139_nutrilak_2_dry_milk_350gr_4600490618080/
27,PAMPERS USAQ BEZİ JUMBO 4-8 KH N2 94 ƏDƏDLİ,27.49,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/519511_pampers_diapers_jumbo_4_8_kg_n_2_94_pieces_4015400264613/
28,TAXTA HEYVANLAR 3 NÖV,9.79,KÖRPƏ VƏ UŞAQLAR,OYUNCAQLAR,https://bravomarket.online/catalog/baby-and-child/t-o-y-s/413168_animals_wood_pull_along_3ass_8719202616941/
29,KÖRPƏ OYUNCAQ 247,4.99,KÖRPƏ VƏ UŞAQLAR,OYUNCAQLAR,https://bravomarket.online/catalog/baby-and-child/t-o-y-s/348344_mental_baby_toy_247_4823037602247/
30,HUGGIES MEGA USAQ BEZİ QIZ ÜÇÜN N4+ 60 ED,41.79,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/562277_huggies_mega_baby_diapers_for_girl_n4_60_units_5029053543758/
31,AGUSHA PÜRE HİND QUŞU VƏ TOYUQLU 6AY+80QR,2.6,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/agusha-hind-qusu-toyuqlu-pure-6ay-80qr/
32,PRINCESS KREM MINDALNIY 75ML,2.99,KÖRPƏ VƏ UŞAQLAR,UŞAQ KOSMETİKASI,https://bravomarket.online/catalog/baby-and-child/kids_cosmetics/255485_princess_almond_oil_baby_cream_75_ml_4607075861510/
33,PRINCESSA USAQ SAMPUNU 2SI 1DE TUTTI-FRUTTI 400ML,5.99,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN ŞAMPUN VƏ QULLUQ VASİTƏLƏRİ,https://bravomarket.online/catalog/baby-and-child/shampoo_and_care_for_kids/312122_princessa_baby_shampoo_2in1_tutti_frutti_400ml_4690494034368/
34,"NESTLE SÜDLÜ SIYIQ ŞAQAYKA, ÇOXDƏNLİ,ÇİYƏLƏK,QARAGİLƏ,MORUQ 12 AYDAN 220 QR",6.35,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/nestle-narli-almali-siyiq-8a-200qr/
35,TEXNOK UŞAQ KONSTRUKTORU 458,4.59,KÖRPƏ VƏ UŞAQLAR,OYUNCAQLAR,https://bravomarket.online/catalog/baby-and-child/t-o-y-s/348340_technok_baby_constructor_458_4823037600458/
36,PREDO UŞAQ NƏM SALFET 120 ƏDƏD,2.59,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/p-r-e-d-o-u-s-a-q-n-e-m-s-a-l-f-e-t-1-2-0-e-d-e-d/
37,PAMPERS USAQ BEZİ JUMBO 2-5 KG N1 94 ƏDƏDLİ,27.49,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/505292_pampers_diapers_jumbo_2_5_kg_n1_94_pieces_8001090172471/
38,PREDO BABY 2 UŞAQ BEZİ MİNİ JAMBO 76 ƏDƏD,19.1,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/p-r-e-d-o-b-a-b-y-2-u-s-a-q-b-e-z-i-m-i-n-i-j-a-m-b-o-7-6-e-d/
39,TEXNOK TRAKTOR OYUNCAĞI 3442,15.49,KÖRPƏ VƏ UŞAQLAR,OYUNCAQLAR,https://bravomarket.online/catalog/baby-and-child/t-o-y-s/348283_technok_trator_oyuncaq_3442_4823037603442/
40,KABRITA 1 GOLD 800GR NEW,112,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/511131_kabrita_1_gold_800gr_new_8716677007311/
41,PREDO BABY 3 UŞAQ BEZİ MİDİ JAMBO 68 ƏDƏD,19.1,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/p-r-e-d-o-b-a-b-y-3-u-s-a-q-b-e-z-i-m-i-d-i-j-a-m-b-o-6-8-e-d/
42,NUTRILAK 3 GURU SUD ICKISI 350GR,10.99,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/433140_nutrilak_3_dry_milk_350gr_4600490620151/
43,PREDO BABY 5 UŞAQ BEZİ JUNİOR JAMB0 48 ƏDƏD,19.1,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/p-r-e-d-o-b-a-b-y-5-u-s-a-q-b-e-z-i-j-u-n-i-o-r-j-a-m-b-4-8-e-d/
44,CISTAYA LINIYA UŞAQ MAYE SABUNU ÇOBANYASDIĞI TƏRKİBLİ 250 ML,2.45,KÖRPƏ VƏ UŞAQLAR,UŞAQ ÜÇÜN SABUN,https://bravomarket.online/catalog/baby-and-child/soap_for_kids/cl-krem-maye-sabun-usaq-cobany-250-ml/
45,TEXNOK HƏKİM DƏSTİ OYUNCAĞI 4029,6.79,KÖRPƏ VƏ UŞAQLAR,OYUNCAQLAR,https://bravomarket.online/catalog/baby-and-child/t-o-y-s/348312_technok_hekim_desti_oyuncagi_4029_4823037604029/
46,MOLFIX UŞAQ BEZİ N6 16 ƏDƏD,13.15,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/molfix-usaq-bezi-n6-16-eded/
47,PREDO BABY 4 UŞAQ BEZİ MAXİ JAMBO 60 ƏDƏD,19.1,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/p-r-e-d-o-b-a-b-y-4-u-s-a-q-b-e-z-i-m-a-x-i-j-a-m-b-o-6-0-e-d/
48,PREDO BABY 1 UŞAQ BEZİ 54 ƏDƏD,11.59,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/p-r-e-d-o-b-a-b-y-1-u-s-a-q-b-e-z-i-5-4-e-d-e-d/
49,PREDO BABY 4 USAQ BEZI MINI 10 EDED,3.85,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/429850_predo_baby_4_diapersi_mini_10_eded_8680716084093/
50,AGUSHA PÜRE ALMA-BANAN VƏ PEÇENYA 90QR,1.89,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/a-g-u-s-h-a-a-l-m-a-b-a-n-a-n-v-e-p-e-c-e-n-y-e-l-i-p-u-r-e-9-0-q-r/
51,NUTRILAK 1 QURU ILKIN SUD 350GR,10.99,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/433138_nutrilak_1_dry_milk_350gr_4600490618042/
52,PREDO UŞAQ NƏM  SALFET 72 ƏDƏD,2.1,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/p-r-e-d-o-u-s-a-q-n-e-m-s-a-l-f-e-t-7-2-e-d-e-d/
53,AGUSHA PÜRE ALMA VƏ ŞAFTALI 90QR,1.57,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/a-g-u-s-h-a-a-l-m-a-l-i-s-h-a-f-t-a-l-i-l-i-p-u-r-e-9-0-q-r/
54,SIMILAK GOLD 1 0-6 AY USAQ SUDU 400 GR,22.09,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/433079_similak_gold_1_0_6_month_milk_400_gr_5391523058100/
55,ORAL-B ELEKTRİK DİŞ FIRÇASI ÜÇÜN BAŞLIQ 2 ƏDƏD,16.55,KÖRPƏ VƏ UŞAQLAR,UŞAQ AĞIZ BAXIM,https://bravomarket.online/catalog/baby-and-child/oral_care_for_children/o-r-a-l-b-e-l-e-k-d-i-s-f-i-r-c-a-u-c-u-n-b-a-s-h-l-i-q-2-e-d-e-d/
56,"NESTLE SÜDLÜ SIYIQ ÇOXDƏNLİ, BAL, ƏRİK 9 AYDAN 220 QR",6.15,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/nestle-coxdenli-bal-erik-siyiq-9ay-250q/
57,GERBER TƏRƏVƏZ PÜRESİ KÖK 4 AYDAN 80 QR,2.99,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/gerber-pure-kok-80qr/
58,GERBER TƏRƏVƏZ PÜRESİ GÜL KƏLƏM 6 AYDAN 80 QR,2.99,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/gerber-pure-gul-kelemi-80qr/
59,"NESTLE SÜDLÜ SIYIQ YULAFLI, ARMUD DİLİMLƏRİ İLƏ 8 AYDAN 220 QR",6.25,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/nestle-yulafli-narli-siyiq-8ay-250qr/
60,GERBER TƏRƏVƏZ PÜRESİ BROKKOLİ 6 AYDAN 80 QR,2.99,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/gerber-pure-brokoli-80qr/
61,COLGATE DİŞ MƏCUNU DOVŞAN HƏKİM ÇİYƏLƏK 50 ML,2.35,KÖRPƏ VƏ UŞAQLAR,UŞAQ AĞIZ BAXIM,https://bravomarket.online/catalog/baby-and-child/oral_care_for_children/d-m-doctor-rabbit-fruit-bub-gum-50ml-48d/
62,AGUSHA SU UŞAQ ÜÇÜN  5L,6.29,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/agusha-ushaq-ucun-su-5l/
63,PRINCESS DODAQ PARILDADICISI ÇİYƏLƏK 10ML,7.75,KÖRPƏ VƏ UŞAQLAR,UŞAQ KOSMETİKASI,https://bravomarket.online/catalog/baby-and-child/kids_cosmetics/princess-dodaq-parildadicisi-ciyel-10ml/
64,DALIN UŞAQ NƏM SALFETİ ÜÇLÜ 3*56 ƏDƏD,8.35,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/d-a-l-i-n-n-e-m-s-a-l-f-e-t-3-l-u-3-5-6/
65,ORAL-B DİŞ MƏCUNU UŞAQ ÜÇÜN 0-2 YAŞ 75 ML,3.69,KÖRPƏ VƏ UŞAQLAR,UŞAQ AĞIZ BAXIM,https://bravomarket.online/catalog/baby-and-child/oral_care_for_children/o-r-a-l-b-d-i-s-m-e-c-u-n-u-u-s-a-q-u-c-u-n-0-2-y-a-s-7-5-m-l-/
66,AQUAFRESH JUNIOR UŞAQLAR ÜÇÜN DİŞ FIRÇASI 3-5 YAŞ,3.09,KÖRPƏ VƏ UŞAQLAR,UŞAQ AĞIZ BAXIM,https://bravomarket.online/catalog/baby-and-child/oral_care_for_children/aquafresh-junior-tb-3-5y/
67,NASA MAMA SÜNGƏR DUŞ ÜÇÜN,4.59,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN HAMAM SÜNGƏRİ,https://bravomarket.online/catalog/baby-and-child/bath_sponge_for_kids/nasa-mama-dus-ucun-sunger/
68,"NESTLE SIYIQ BUĞDA, ÇİYƏLƏK, ALMA  8 AYDAN 220 QR",6.15,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/nestle-meyveli-bugdali-siyiq-8ay-250qr/
69,HEINZ SÜDSÜZ SIYIQ YARMA 250QR,6.49,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/heinz-yb-sudsuz-siyiq-5-yarma-250qr/
70,AGUSHA PÜRE QARIŞIQ MEYVƏ 6AY+ 115QR,1.7,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/agusha-qarisiq-meyve-puresi-6ay-115qr/
71,COLGATE DİŞ MƏCUNU UŞAQ ÜÇÜN «BARBIE» VƏ «SPIDERMAN» 75 ML,5.35,KÖRPƏ VƏ UŞAQLAR,UŞAQ AĞIZ BAXIM,https://bravomarket.online/catalog/baby-and-child/oral_care_for_children/colgate-dis-mac-spider-barbie-6-75ml/
72,JOHNSONS UŞAQ ŞAMPUNU ÇOBANYASDIĞI 500 ML,10.99,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN ŞAMPUN VƏ QULLUQ VASİTƏLƏRİ,https://bravomarket.online/catalog/baby-and-child/shampoo_and_care_for_kids/jons-baby-sampun-cobanyastigi-500ml/
73,HEINZ LAKOMKA QAR  SUDLU SIYIQ 5AY+170QR,6.49,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/heinz-lakomka-qar-sudlu-siyiq-5ay-170qr/
74,JOHNSONS UŞAQ SAMPUNU 500 ML,9.49,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN ŞAMPUN VƏ QULLUQ VASİTƏLƏRİ,https://bravomarket.online/catalog/baby-and-child/shampoo_and_care_for_kids/jons-baby-kopuk-samp-makushi-500ml/
75,HEINZ SIYIQ SUD TƏRKİBLİ 6AY+ 200 QR,6.49,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/212530_heinz_cereals_milk_6_month_200_gr_4600689605075/
76,USHASTIY NYANA QABYUYAN GEL UŞAQ ÜÇÜN ÇOBANYASDIĞI 500 ML,4.85,KÖRPƏ VƏ UŞAQLAR,UŞAQ QABLARI ÜÇÜN QABYUYAN GEL,https://bravomarket.online/catalog/baby-and-child/dishwasher_gel_for_kids/ush-nyan-usaq-qabyuyan-gel-coban-500ml/
77,PAMPERS TUMAN N6 15 KQ+ 25 ƏDƏD,22.25,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN BEZ VƏ NƏM SALFET,https://bravomarket.online/catalog/baby-and-child/kids_nappies_and_wet_wipes/p-a-m-p-e-r-s-u-s-a-g-b-e-z-i-t-u-m-a-n-n-6-2-5-e-d-e-d-/
78,BUBCHEN UŞAQ ŞAMPUNU SAÇ VƏ BƏDƏN ÜÇÜN 400 ML,16.85,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN ŞAMPUN VƏ QULLUQ VASİTƏLƏRİ,https://bravomarket.online/catalog/baby-and-child/shampoo_and_care_for_kids/bubchen-sampunu-sac-ve-beden-ucun-400ml/
79,UNI BABY QULAQ ÇÖPÜ 56 ƏDƏD,2.35,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN ŞAMPUN VƏ QULLUQ VASİTƏLƏRİ,https://bravomarket.online/catalog/baby-and-child/shampoo_and_care_for_kids/uni-baby-cotton-swabs-56pcs/
80,NESTLE NAN 3 OPTİPRO SÜD QARIŞIĞI 12 AYDAN 400 QR,17.89,KÖRPƏ VƏ UŞAQLAR,UŞAQ QİDASI,https://bravomarket.online/catalog/baby-and-child/baby_food/nestle-nan-3-premium-12ay-400qr/
81,FRISO FRISOLAC UŞAQ QİDASI 0-6AY 400QR,18.25,KÖRPƏ VƏ UŞAQLAR,UŞAQ QİDASI,https://bravomarket.online/catalog/baby-and-child/baby_food/friso-frisolac-usaq-qidasi-0-6ay-400qr/
82,FRISO GOLD 3 UŞAQ QİDASI 1-3YAŞ 400QR,17.9,KÖRPƏ VƏ UŞAQLAR,UŞAQ QİDASI,https://bravomarket.online/catalog/baby-and-child/baby_food/friso-gold-3-usaq-qidasi-1-3yas-400qr/
83,HEINZ USAQ ÜÇÜN PECENYE ALMALI 160 QR,4.95,KÖRPƏ VƏ UŞAQLAR,UŞAQ YİYƏCƏK VƏ İÇƏCƏKLƏR,https://bravomarket.online/catalog/baby-and-child/baby-food-and-drinks/212492_heinz_baby_biscuit_applet_160_gr_8001040097922/
84,FRISO UŞAQ QİDASI 1YAŞ+ 800QR,33.99,KÖRPƏ VƏ UŞAQLAR,UŞAQ QİDASI,https://bravomarket.online/catalog/baby-and-child/baby_food/f-r-i-s-o-u-s-h-a-q-q-i-d-a-s-i-1-y-a-s-h-8-0-0-q-r/
85,BUBCHEN UŞAQ ŞAMPUNU 400 ML,13.45,KÖRPƏ VƏ UŞAQLAR,UŞAQLAR ÜÇÜN ŞAMPUN VƏ QULLUQ VASİTƏLƏRİ,https://bravomarket.online/catalog/baby-and-child/shampoo_and_care_for_kids/bubchen-usaq-sampunu-400ml/
86,JOHNSONS UŞAQ SABUNU SÜDLÜ 100 QR,2.59,KÖRPƏ VƏ UŞAQLAR,UŞAQ ÜÇÜN SABUN,https://bravomarket.online/catalog/baby-and-child/soap_for_kids/jons-baby-sabun-sudlu-100qr/
