,name,price,parent category,subcategory,url
2320,NESTLE FITNES ŞOKOLADLI BANANLI BATON 23.5G,0.95,BAQQALİYƏ,DİABETİK,https://bravomarket.online/catalog/savoury-grocery/diabetic/n-e-s-t-l-e-f-i-t-n-e-s-s-h-o-k-o-l-a-d-l-i-b-a-n-a-n-l-i-b-a-t-o-n-2-3-5-q-r/
2321,SANTE CRUNCHY XIRCILDAYAN ĞAVALI BATONU 40G,1.5,BAQQALİYƏ,DİABETİK,https://bravomarket.online/catalog/savoury-grocery/diabetic/sante-crunchy-xircildayan-gavali-batonu-40g/
2322,SANTE CRUNCHY BANANLI ŞOKOLADLI BATON 40G,1.5,BAQQALİYƏ,DİABETİK,https://bravomarket.online/catalog/savoury-grocery/diabetic/sante-crunchy-bananli-shokoladli-baton-40g/
2323,SANTE CRUNCHY FINDIQ VE BADAM ILE DENLI BATON 35G,1.5,BAQQALİYƏ,DİABETİK,https://bravomarket.online/catalog/savoury-grocery/diabetic/sante-crunchy-findiq-ve-badam-ile-denli-baton-35g/
2324,SANTE CRUNCHY QOZLU BATON 40G,1.5,BAQQALİYƏ,DİABETİK,https://bravomarket.online/catalog/savoury-grocery/diabetic/sante-crunchy-qozlu-baton-40g/
2325,NESTLE FITNESS GİLƏMEYVƏ 23.5G,0.95,BAQQALİYƏ,DİABETİK,https://bravomarket.online/catalog/savoury-grocery/diabetic/n-e-s-t-l-e-f-i-t-n-e-s-g-i-l-e-m-e-y-v-e-2-3-5-g/
2326,NESTLE FITNESS ŞOKOLAD TAXIL BATON 23.5G,0.95,BAQQALİYƏ,DİABETİK,https://bravomarket.online/catalog/savoury-grocery/diabetic/nestle-fitness-sokolad-taxil-baton-23-5g/
2327,SANTE CRUNCHY QUŞÜZÜM MORUQ XIRCIL KƏPƏK BAT 40G,1.5,BAQQALİYƏ,DİABETİK,https://bravomarket.online/catalog/savoury-grocery/diabetic/sante-crunchy-qushuzum-moruq-xircil-kepek-bat-40g/
2328,NESTLE FITNESS ŞAFTALI ƏRİK 23.5G,0.95,BAQQALİYƏ,DİABETİK,https://bravomarket.online/catalog/savoury-grocery/diabetic/n-e-s-t-l-e-f-i-t-n-e-s-s-a-f-t-a-l-i-e-r-i-k-2-3-5-g/
2329,NESTLE FITNESS CIYELEK TAXIL BATON 23.5G,0.95,BAQQALİYƏ,DİABETİK,https://bravomarket.online/catalog/savoury-grocery/diabetic/nestle-fitness-ciyelek-taxil-baton-23-5g/
2330,ETIMEK 15X130 GR DUZSUZ ETI,2.09,BAQQALİYƏ,DİABETİK,https://bravomarket.online/catalog/savoury-grocery/diabetic/etimek-15x130-gr-tuzsuz-eti/
2331,ETIMEK 15X125 GR CLASSIK ETI,2.09,BAQQALİYƏ,DİABETİK,https://bravomarket.online/catalog/savoury-grocery/diabetic/etimek-15x125-gr-classik-eti/
2332,YORK PAMBIQ YER BEZİ 1 ƏDƏD,2.19,EV TƏMİZLİYİ VƏ AKSESUARLARI,"BEZ, SÜNGƏR, SÜRTGƏC",https://bravomarket.online/catalog/household-cleaning-and-accessories/cloths-sponges-scourers/331557_york_floor_cotton_cleaning_cloth_1_pcs_5903355002604/
2333,AZUR YER BEZİ AG RƏNG 1 ƏDƏD,1.59,EV TƏMİZLİYİ VƏ AKSESUARLARI,"BEZ, SÜNGƏR, SÜRTGƏC",https://bravomarket.online/catalog/household-cleaning-and-accessories/cloths-sponges-scourers/315673_azur_floor_cloth_white_1_pcs_5903355097693/
2334,YORK SÜNGƏR MİDİ 10 ƏDƏD,1.19,EV TƏMİZLİYİ VƏ AKSESUARLARI,"BEZ, SÜNGƏR, SÜRTGƏC",https://bravomarket.online/catalog/household-cleaning-and-accessories/cloths-sponges-scourers/315679_york_scouring_sponge_midi_10_pcs_5903355000129/
2335,YORK MƏTBƏX SÜNGƏRİ 10 ƏDƏD,2.19,EV TƏMİZLİYİ VƏ AKSESUARLARI,"BEZ, SÜNGƏR, SÜRTGƏC",https://bravomarket.online/catalog/household-cleaning-and-accessories/cloths-sponges-scourers/315680_york_kitchen_scouring_sponge_10_pcs_5903355000136/
2336,AZUR TƏMİZLİK BEZİ 3 ƏDƏD,1.19,EV TƏMİZLİYİ VƏ AKSESUARLARI,"BEZ, SÜNGƏR, SÜRTGƏC",https://bravomarket.online/catalog/household-cleaning-and-accessories/cloths-sponges-scourers/315661_azur_household_cloth_3_pcs_5903355009955/
2337,YORK METAL QAB SÜRTGƏCİ MAXİ 1 ƏDƏD,1.39,EV TƏMİZLİYİ VƏ AKSESUARLARI,"BEZ, SÜNGƏR, SÜRTGƏC",https://bravomarket.online/catalog/household-cleaning-and-accessories/cloths-sponges-scourers/315645_york_spiral_steel_scrubber_maxi_1_pcs_5903355000549/
2338,YORK SÜNGƏR RƏNGLİ LÜKS 6+1 ƏDƏD,3.49,EV TƏMİZLİYİ VƏ AKSESUARLARI,"BEZ, SÜNGƏR, SÜRTGƏC",https://bravomarket.online/catalog/household-cleaning-and-accessories/cloths-sponges-scourers/415681_york_scouring_sponge_color_lux_6_1_pcs_5903355112174/
2339,YORK YER BEZİ 50X60 SM,6.99,EV TƏMİZLİYİ VƏ AKSESUARLARI,"BEZ, SÜNGƏR, SÜRTGƏC",https://bravomarket.online/catalog/household-cleaning-and-accessories/cloths-sponges-scourers/368756_york_cloth_for_floor_50x60_5903355085942/
2340,YORK TƏMİZLİK BEZİ 5 ƏDƏD,2.39,EV TƏMİZLİYİ VƏ AKSESUARLARI,"BEZ, SÜNGƏR, SÜRTGƏC",https://bravomarket.online/catalog/household-cleaning-and-accessories/cloths-sponges-scourers/315658_york_household_cloth_5_pcs_5903355000068/
2341,AZUR MİKROFİBER YER BEZİ 50X60 SM,3.59,EV TƏMİZLİYİ VƏ AKSESUARLARI,"BEZ, SÜNGƏR, SÜRTGƏC",https://bravomarket.online/catalog/household-cleaning-and-accessories/cloths-sponges-scourers/348028_azur_microfiber_floor_cloth_50x60cm_5903355097082/
2342,YORK METAL QAB SÜRTGƏCİ 3 ƏDƏD,1.49,EV TƏMİZLİYİ VƏ AKSESUARLARI,"BEZ, SÜNGƏR, SÜRTGƏC",https://bravomarket.online/catalog/household-cleaning-and-accessories/cloths-sponges-scourers/315647_york_steel_mesh_scrubber_3_pcs_5903355000341/
2343,YORK TƏMİZLİK BEZİ 6 ƏDƏD,2.99,EV TƏMİZLİYİ VƏ AKSESUARLARI,"BEZ, SÜNGƏR, SÜRTGƏC",https://bravomarket.online/catalog/household-cleaning-and-accessories/cloths-sponges-scourers/315660_york_household_cloth_perforated_6_pcs_5903355000082/
2344,YORK DOSEME SILGISI,16.99,EV TƏMİZLİYİ VƏ AKSESUARLARI,"BEZ, SÜNGƏR, SÜRTGƏC",https://bravomarket.online/catalog/household-cleaning-and-accessories/cloths-sponges-scourers/york-doseme-silgisi/
2345,YORK QAB SUNGERI MAXI 5 EDED,1.29,EV TƏMİZLİYİ VƏ AKSESUARLARI,"BEZ, SÜNGƏR, SÜRTGƏC",https://bravomarket.online/catalog/household-cleaning-and-accessories/cloths-sponges-scourers/york-qab-sungeri-maxi-5-eded/
2346,IVANOVKA UZUN OMUR QATIQ 3 2% 3KQ,6.65,SÜD MƏHSULLARI VƏ YUMURTALAR,QATIQ,https://bravomarket.online/catalog/dairy-and-eggs/plain-yoghurts/i-v-a-n-o-v-k-a-u-z-u-n-o-m-u-r-q-a-t-i-q-3-2-3-k-q/
2347,IVANOVKA UZUN OMUR QATIQ 3 2% 2KQ,5.39,SÜD MƏHSULLARI VƏ YUMURTALAR,QATIQ,https://bravomarket.online/catalog/dairy-and-eggs/plain-yoghurts/i-v-a-n-o-v-k-a-u-z-u-n-o-m-u-r-q-a-t-i-q-3-2-2-k-q/
2348,AZERSUD KEND QATIGI 3 2% 1KQ,3.49,SÜD MƏHSULLARI VƏ YUMURTALAR,QATIQ,https://bravomarket.online/catalog/dairy-and-eggs/plain-yoghurts/a-z-e-r-s-u-d-k-e-n-d-q-a-t-i-g-i-3-2-1-k-q/
2349,SELMAN QATIQ 700QR,1.81,SÜD MƏHSULLARI VƏ YUMURTALAR,QATIQ,https://bravomarket.online/catalog/dairy-and-eggs/plain-yoghurts/s-e-l-m-a-n-q-a-t-i-q-7-0-0-q-r/
2350,SAB NAXCIVAN QATIGI 720 QR,3.15,SÜD MƏHSULLARI VƏ YUMURTALAR,QATIQ,https://bravomarket.online/catalog/dairy-and-eggs/plain-yoghurts/sab-naxcivan-qatigi-720-qr/
2351,QAYMAQ FITNES QATIQ 0 1% 870QR,2.79,SÜD MƏHSULLARI VƏ YUMURTALAR,QATIQ,https://bravomarket.online/catalog/dairy-and-eggs/plain-yoghurts/q-a-y-m-a-q-f-i-t-n-e-s-q-a-t-i-q-0-1-8-7-0-q-r/
2352,SAB NAXSICAVAN QATIGI 1 KQ,3.99,SÜD MƏHSULLARI VƏ YUMURTALAR,QATIQ,https://bravomarket.online/catalog/dairy-and-eggs/plain-yoghurts/sab-naxsicavan-qatigi-1-kq/
2353,QAYMAQ QATIQ 870 QR,3.49,SÜD MƏHSULLARI VƏ YUMURTALAR,QATIQ,https://bravomarket.online/catalog/dairy-and-eggs/plain-yoghurts/qaymaq-qatiq-870-qr/
2354,SAB CAMIS QATIGI 800 QR,3.25,SÜD MƏHSULLARI VƏ YUMURTALAR,QATIQ,https://bravomarket.online/catalog/dairy-and-eggs/plain-yoghurts/sab-camis-qatigi-800-qr/
2355,SAB CAMIS QATIGI 500 QR,2.19,SÜD MƏHSULLARI VƏ YUMURTALAR,QATIQ,https://bravomarket.online/catalog/dairy-and-eggs/plain-yoghurts/sab-camis-qatigi-500-qr/
2356,AZERSUD KEND QATIGI 3 2% 660Q,2.49,SÜD MƏHSULLARI VƏ YUMURTALAR,QATIQ,https://bravomarket.online/catalog/dairy-and-eggs/plain-yoghurts/a-z-e-r-s-u-d-k-e-n-d-q-a-t-i-g-i-3-2-6-6-0-q/
2357,AZERSUD HOMOGENIZE QATIQ 3 6% 850QR,3.39,SÜD MƏHSULLARI VƏ YUMURTALAR,QATIQ,https://bravomarket.online/catalog/dairy-and-eggs/plain-yoghurts/azersud-homogenize-qatiq-3-6-850qr/
2358,SEBA QATIQ 3 2% 2 KQ,5.65,SÜD MƏHSULLARI VƏ YUMURTALAR,QATIQ,https://bravomarket.online/catalog/dairy-and-eggs/plain-yoghurts/seba-qatiq-3-2-2-kq/
2359,SEBA QATIQ 3 2% 3 KQ,6.65,SÜD MƏHSULLARI VƏ YUMURTALAR,QATIQ,https://bravomarket.online/catalog/dairy-and-eggs/plain-yoghurts/seba-qatiq-3-2-3-kq/
2360,SEBA QATIQ 3 2% 700 QR,2.85,SÜD MƏHSULLARI VƏ YUMURTALAR,QATIQ,https://bravomarket.online/catalog/dairy-and-eggs/plain-yoghurts/seba-qatiq-3-2-700-qr/
2361,UZUN OMUR IVANOVKA QATIQ 700 QR,1.98,SÜD MƏHSULLARI VƏ YUMURTALAR,QATIQ,https://bravomarket.online/catalog/dairy-and-eggs/plain-yoghurts/uzun-omur-ivanovka-qatiq-700-qr/
2362,AZERSUD KEND QATIQ 500QR,1.91,SÜD MƏHSULLARI VƏ YUMURTALAR,QATIQ,https://bravomarket.online/catalog/dairy-and-eggs/plain-yoghurts/azersud-kend-qatiq-500qr/
2363,AZERSUD KEND QATIGI 2KQ,6.65,SÜD MƏHSULLARI VƏ YUMURTALAR,QATIQ,https://bravomarket.online/catalog/dairy-and-eggs/plain-yoghurts/azersud-kend-qatigi-2kq/
2364,DAILY DEO RAMASHKA GUNDELIK BEZ 60ED/10,3.75,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/241104_daily_chamomile_pad_60pcs_10_4680007631504/
2365,DAILY DEO MEXMER AROMALI GUNDELIK BEZ 60ED/10,3.75,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/241100_daily_velvet_pad_60pcs_10_4630038000121/
2366,MOLPED P.LINERS DEO FLOWER 20PCS,1.89,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/223183_molped_p_liners_deo_flower_20pcs_8690536805822/
2367,KOTEX GÜNDƏLİK BEZ ULTRA QURU 10 ƏDƏDLİ,3.69,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/223021_kotex_ultra_soft_daily_pads_10_pieces_5029053542669/
2368,BELLA HERBS GÜNDƏLİK BEZ VERBENA TƏRKİBLİ 20 ƏDƏDLİ,2.39,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/389758_bella_herbs_daily_pads_verbena_20_pieces_5900516312114/
2369,MOLPED BEZ ULTRA NORMAL  GECƏ ÜÇÜN QANADLI 12 ƏDƏD,5.09,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/molped-gig-bez-ultra-normal-qanadli-12ed/
2370,OLA YUMSHAQ UZLU AYLIQ QANADLI BEZ 10ED/30,1.85,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/241115_ola_monthly_soft_pad10pcs_30_4680007630255/
2371,BELLA HERBS GİGİYENİK BEZ VERBENA TƏRKİBLİ 10 ƏDƏDLİ,3.15,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/389743_bella_sanitary_pads_verbena_10_pieces_5900516304348/
2372,OLA YUMSHAQ UZLU AYLIQ QANADLI BEZ 8ED/30,1.85,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/241118_ola_monthly_soft_pad_8_pcs_30_4680007630279/
2373,MOLPED ULTRA NORMAL WINGS 8PCS,3.39,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/223191_molped_ultra_normal_wings_8pcs_8690536825127/
2374,KOTEX ULTRA QURU GİGİYENİK BEZ 20 ƏDƏDLİ,4.35,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/223018_kotex_ultra_dry_sanitary_ped_20_pieces_5029053542638/
2375,DAILY OLA GIGIENIK GUNDELIK BEZ 60ED/10,3.19,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/241108_daily_ola_hygiene_pad_60ed_10_4680007631856/
2376,UNI İNTİM GİGİYENA ÜÇÜN  NƏM SALFET 20 ƏDƏD,1.79,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/uni-nem-salfetler-int-gigiyena-ucun-20ed/
2377,KOTEX GİGİYENİK BEZ ULTRA QURU DUPER 2-Lİ 16 ƏDƏD,4.35,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/kotex-ultra-quru-super-duo-gig-bez-16ed/
2378,MOLPED BEZ SUPERNIGHT SUPER UZUN 5X16,3.45,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/491041_molped_bez_supernight_super_long_5x16_8690536806829/
2379,MOLPED BEZ SUPERNIGHT EXTRA UZUN 6X16,3.45,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/491040_molped_bez_supernight_extra_long_6x16_8690536806812/
2380,KOTEX TAMPON SUPER 16 ƏDƏD,8.99,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/kotex-tamponlar-super-16ed/
2381,BELLA GÜNDƏLİK BEZ YUMUŞAQ 50 + 10 ƏDƏD,6.35,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/b-e-l-l-a-g-u-n-d-e-l-i-k-b-e-z-y-u-m-s-h-a-q-5-0-1-0-e-d/
2382,MOLPED BEZ ULTRA ƏTİRLİ GECƏ ÜÇÜN 7 ƏDƏD,3.45,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/molped-ultra-qanadli-gigiyenik-bez-7-ed/
2383,DISCREET GÜNDƏLİK BEZ NORMAL 60 ƏDƏD,6.99,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/discreet-gundelik-bezler-normal-60ed/
2384,ALWAYS GÜNDƏLİK BEZ EKSTA MÜDAFİƏ 48 ƏDƏD,12.19,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/a-l-w-a-y-s-g-u-n-d-e-l-i-k-b-e-z-4-8-e-d-e-x-t-r-a-m-u-d-a-f-i-e/
2385,MOLPED BEZLƏRİ PURE&SOFT GİGİYENİK NORMAL 8 ƏDƏD,3.45,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/m-o-l-p-e-d-p-u-r-e-s-o-f-t-g-i-g-i-y-e-n-i-k-b-e-z-n-o-r-m-8-e-d/
2386,CAFEFREE GÜNDƏLİK BEZ TƏRAVƏT 36 ƏDƏD,9.35,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/carefree-gund-bezler-enli-teravet-36ed/
2387,CAREFREE BÖYÜK BEZ 36 ƏDƏD,9.35,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/carefree-p-liners-large-36pcs/
2388,ZELENAYA APTEKA İNTİM MAYE SABUN ÇOBANYASDIĞI TƏRKİBLİ 370 ML,4.59,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/z-e-l-e-n-a-y-a-a-p-t-e-k-a-i-n-t-i-m-s-a-b-u-n-c-o-b-a-n-y-3-7-0-m-l/
2389,BELLA HERBS DÜNDƏLİK BEZ MİNAÇİÇƏYİ 60 ƏDƏD,6.35,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/b-e-l-l-a-h-e-r-b-s-v-e-r-b-e-n-g-u-n-d-e-l-i-k-b-e-z-l-e-r-6-0-e-d/
2390,ALWAYS GUNDƏLİK BEZ NORMAL 30 ƏDƏDLİ,7.59,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/446492_always_daily_pads_normal_30_pieces_4015400564652/
2391,ZELENAYA APTEKA İNTİM MAYE SABUN ADAÇAYI TƏRKİBLİ 370 ML,4.59,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/z-e-l-e-n-a-y-a-a-p-t-e-k-a-i-n-t-i-m-s-a-b-u-n-s-h-a-l-f-e-3-7-0-m-l/
2392,ALWAYS ULTRA SUPER GECƏ BEZLƏRİ EKONOM 16 ƏDƏDLİ,6.79,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/214402_always_ultra_super_sanitary_pads_16_pieces_4015400041801/
2393,KOTEX TAMPON NORMAL 8 ƏDƏDLİ,5.19,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/222991_kotex_tampons_normal_8_pieces_5029053534534/
2394,MOLPED BEZLƏRİ PURE&SOFT GİGİYENİK  GECƏ 6 ƏDƏD,3.45,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/m-o-l-p-e-d-p-u-r-e-s-o-f-t-g-i-g-i-y-e-n-i-k-b-e-z-g-e-c-e-6-e-d/
2395,MOLPED BEZ ULTRA NORMAL GECƏ ÜÇÜN QANADLI 7 ƏDƏD,3.45,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/molped-ultra-normal-gig-bez-qanadli-7ed/
2396,MOLPED BEZLƏRİ PURE&SOFT GİGİYENİK UZUN 7 ƏDƏD,3.45,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/m-o-l-p-e-d-p-u-r-e-s-o-f-t-g-i-g-i-y-e-n-i-k-b-e-z-u-z-u-n-7-e-d/
2397,KOTEX GİGİYENİK BEZ ULTRA QURU GECƏ 7 ƏDƏD,3.69,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/kotex-ult-quru-gece-ucun-gigyen-bez-7ed/
2398,O.B. TOMPON İPƏK TOXUNUŞU SUPER ƏLAVƏ 16 ƏDƏD,7.99,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/o-b-tamponlar-super-plus-16ed/
2399,O.B. TOMPON ORİJİNAL SUPER 16 + 8 ƏDƏD,7.89,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/ob-tampon-orijinal-16-8-super/
2400,ALWAYS PLATINUM GİGİYENİK BEZ 14 ƏDƏD,6.79,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/a-l-w-a-y-s-p-l-a-t-s-u-p-e-r-g-i-g-i-y-e-n-i-k-b-e-z-1-4-e-d/
2401,KOTEX GİGİYENİK BEZ ULTRA YUMŞAQ NORMAL 2-Lİ 20 ƏDƏD,4.35,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/kotex-ultra-yumsaq-nor-duo-gig-bez-20ed/
2402,KOTEX GİGİYENİK BEZ ULTRA QURU GECƏ 14 ƏDƏD,4.35,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/kotex-ultra-gece-gigiyenik-bez-14-ed/
2403,DISCREET GÜNDƏLİK BEZ SU ZANBAĞI 60 ƏDƏD,6.99,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/discreet-lilly-gundelik-bezleri-60-eded/
2404,ALWAYS ULTRA GECƏ EKONOM BEZ 14 ƏDƏD,6.79,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/always-ultra-gece-bezleri-econom-14-eded/
2405,ALWAYS ULTRA GECƏ GİGİYENİK BEZ 4 NÖMRƏ 26 ƏDƏD,11.39,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/always-ultra-gece-gigiyenik-bez-26-ed/
2406,ALWAYS PLATINUM GECƏ GİGİYENİK BEZ 12 ƏDƏD,6.79,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/always-platinum-gece-gigiyenik-bez-12ed/
2407,BELLA HERBS GÜNDƏLİK BEZ 60 ƏDƏD,6.35,ŞƏXSİ BAXIM,QADIN GİGİYENASI,https://bravomarket.online/catalog/personal-care/womens_hygiene/b-e-l-l-a-h-e-r-b-s-t-i-l-i-a-g-u-n-d-e-l-i-k-b-e-z-l-e-r-6-0-e-d/
2408,RUBİN KUKURUZNIYE KOLECKİ KQ,4.99,ŞİRNİYYAT,ÇƏKİLİ ŞİRNİYYAT,https://bravomarket.online/catalog/sweet-grocery/weight-sweets/rubin-kukuruzniye-kolecki-1kq/
2409,UNICONF VIZIT ŞOKOLAD KQ,23.99,ŞİRNİYYAT,ÇƏKİLİ ŞİRNİYYAT,https://bravomarket.online/catalog/sweet-grocery/weight-sweets/vizit-shokolad-1kg/
2410,KITKAT DARK KQ,19.99,ŞİRNİYYAT,ÇƏKİLİ ŞİRNİYYAT,https://bravomarket.online/catalog/sweet-grocery/weight-sweets/313124_kitkat_wafer_sweets_dark_1kq_08656/
2411,UNICONF SLAVYANSKİYE PROSTORI KONFET KQ,15.05,ŞİRNİYYAT,ÇƏKİLİ ŞİRNİYYAT,https://bravomarket.online/catalog/sweet-grocery/weight-sweets/k-o-slavyanskiye-prostori-konfet-1kq/
2412,LUKAS BIFESTI LAYM ŞOKOLADLI KG,8.05,ŞİRNİYYAT,ÇƏKİLİ ŞİRNİYYAT,https://bravomarket.online/catalog/sweet-grocery/weight-sweets/l-u-k-a-s-s-h-o-k-o-l-a-d-k-o-n-f-e-t-b-i-f-e-s-t-i-l-a-y-m-1-k-q/
2413,KONTI SLADKOYE SOZVUÇYE QARAĞATLI ŞOKOLAD KQ,10.85,ŞİRNİYYAT,ÇƏKİLİ ŞİRNİYYAT,https://bravomarket.online/catalog/sweet-grocery/weight-sweets/sladkoye-sozv-qaragatli-shokolad-1kg/
2414,CAN XIRDA LOKUM KQ,4.89,ŞİRNİYYAT,ÇƏKİLİ ŞİRNİYYAT,https://bravomarket.online/catalog/sweet-grocery/weight-sweets/can-pa-xirda-lokum-1kq/
2415,UNICONF MİŞKA KOSOLAPIY BALLI QRİLYAJ KQ,14.45,ŞİRNİYYAT,ÇƏKİLİ ŞİRNİYYAT,https://bravomarket.online/catalog/sweet-grocery/weight-sweets/k-o-mishka-kosolapiy-balli-qrilyaj-1kg/
2416,ŞİRİN FINDIQ DRAJE KONFET KQ,21.59,ŞİRNİYYAT,ÇƏKİLİ ŞİRNİYYAT,https://bravomarket.online/catalog/sweet-grocery/weight-sweets/sirin-findiq-draje-ceki-konfet-1kq/
2417,CAN SİNCAB BALLI FISTIQ KQ,13.75,ŞİRNİYYAT,ÇƏKİLİ ŞİRNİYYAT,https://bravomarket.online/catalog/sweet-grocery/weight-sweets/can-pa-sincap-balli-fistik-1kq/
2418,UNICONF ROT FRONT BATON KQ,14.99,ŞİRNİYYAT,ÇƏKİLİ ŞİRNİYYAT,https://bravomarket.online/catalog/sweet-grocery/weight-sweets/rot-front-baton-1kq/
2419,LUKAS BIFESTI MORUQLU ŞOKOLAD KQ,8.05,ŞİRNİYYAT,ÇƏKİLİ ŞİRNİYYAT,https://bravomarket.online/catalog/sweet-grocery/weight-sweets/l-u-k-a-s-s-h-o-k-o-l-a-d-k-o-n-f-e-t-b-i-f-e-s-t-i-m-o-r-u-g-1-k-q/
2420,AKKOND KONFET DİVNAYA PTİTSA KQ,17.69,ŞİRNİYYAT,ÇƏKİLİ ŞİRNİYYAT,https://bravomarket.online/catalog/sweet-grocery/weight-sweets/akkond-konfet-divnaya-ptica-1kq/
2421,UNICONF BABAYEVSKIY ORIGINAL KONFET KQ,18.99,ŞİRNİYYAT,ÇƏKİLİ ŞİRNİYYAT,https://bravomarket.online/catalog/sweet-grocery/weight-sweets/babayevskiy-original-ceki-konfet-1kq/
2422,ALBENI MİNİ KQ,15.05,ŞİRNİYYAT,ÇƏKİLİ ŞİRNİYYAT,https://bravomarket.online/catalog/sweet-grocery/weight-sweets/a-l-b-e-n-i-m-i-n-i-c-e-k-i-1-k-q/
2423,UNICONF KARAMEL QUSYİNIYE LAPKİ KQ,11.89,ŞİRNİYYAT,ÇƏKİLİ ŞİRNİYYAT,https://bravomarket.online/catalog/sweet-grocery/weight-sweets/karamel-qusyiniye-lapki-1kg/
2424,UNICONF KRASNIY OKTYABR KARA-KUM ŞOKOLAD KQ,20.99,ŞİRNİYYAT,ÇƏKİLİ ŞİRNİYYAT,https://bravomarket.online/catalog/sweet-grocery/weight-sweets/krasniy-oktyabr-kara-kum-shokolad-1kg/
